text,label,topic,cleaned_text
"New Nation Movement NPC and Others v President of the Republic of South Africa and Others, ZACC 11, is a decision of the Constitutional Court of South Africa, handed down on 11 June 2020, which declared that the Constitution requires that citizens be allowed to stand for election to the National Assembly and provincial legislatures as independents without having to join or form a political party. The declaration was suspended for 24 months to allow Parliament to modify the electoral laws to comply. The majority judgment was written by Justice Madlanga and a concurring opinion was written by Justice Jafta; these opinions were supported by eight of the nine judges hearing the case. Justice Froneman filed a dissenting opinion.",0,New Nation Movement NPC v President of the Republic of South Africa,new nation movement npc others v president republic south africa others zacc decision constitutional court south africa hand june declare constitution require citizen allow stand election national assembly provincial legislature independent without join form political party declaration suspend month allow parliament modify electoral law comply majority judgment write justice madlanga concurring opinion write justice jafta opinion support eight nine judge hear case justice froneman file dissenting opinion
"New Nation Movement NPC v President of the Republic of South Africa is a landmark case decided by the Constitutional Court of South Africa in 2020. The case addressed the constitutionality of the electoral system in the country, specifically the requirement for political parties to contest elections in order to secure representation in the National Assembly. The New Nation Movement, a non-profit organization, challenged the system, arguing that it limited democratic participation and was inconsistent with the constitutional principles of inclusivity and proportional representation. The court ultimately ruled that the electoral system was unconstitutional and ordered the government to reform it, affirming the importance of a more inclusive and representative democracy in South Africa. This decision has significant implications for electoral reform and the political landscape of the country.",1,New Nation Movement NPC v President of the Republic of South Africa,new nation movement npc v president republic south africa landmark case decide constitutional court south africa case address constitutionality electoral system country specifically requirement political party contest election order secure representation national assembly new nation movement non profit organization challenge system argue limit democratic participation inconsistent constitutional principle inclusivity proportional representation court ultimately rule electoral system unconstitutional order government reform affirm importance inclusive representative democracy south africa decision significant implication electoral reform political landscape country
"The Dark Circle is a criminal organization appearing in media published by DC Comics, primarily as an enemy of the Legion of Super-Heroes. They first appeared in 1968, created by Jim Shooter as a criminal organization founded by five members and consisting of them and their clones. The Dark Circle concept was later modified to consist of members from five core worlds instead of clones. A later version, introduced following the Zero Hour: Crisis in Time! reboot, was led by Brainiac 4 and had several known Legion enemies among their ranks instead of generic masked henchmen.",0,Dark Circle,dark circle criminal organization appear medium publish dc comic primarily enemy legion super hero first appear create jim shooter criminal organization found five member consist clone dark circle concept later modify consist member five core world instead clone late version introduce follow zero hour crisis time reboot lead brainiac several know legion enemy among rank instead generic mask henchman
"Dark Circle is a term used in various contexts, most commonly in the fields of literature, film, and comic books. In the realm of fiction, it often refers to a group or organization characterized by secrecy and malevolence. In comic books, particularly in the works published by Archie Comics, Dark Circle refers to a superhero line that includes characters like The Shield and The Black Hood. This line reimagines classic characters, blending traditional superhero themes with modern storytelling. Additionally, the term can denote visual phenomena, such as shadows beneath the eyes, commonly associated with fatigue or poor health.",1,Dark Circle,dark circle term use various context commonly field literature film comic book realm fiction often refer group organization characterize secrecy malevolence comic book particularly work publish archie comic dark circle refers superhero line include character like shield black hood line reimagines classic character blend traditional superhero theme modern storytelling additionally term denote visual phenomenon shadow beneath eye commonly associate fatigue poor health
The men's discus throw event at the 2014 African Championships in Athletics was held on August 11 on Stade de Marrakech.,0,2014 African Championships in Athletics – Men's discus throw,men discus throw event african championship athletics hold august stade de marrakech
"The men's discus throw at the 2014 African Championships in Athletics took place on July 12, 2014, at the Estadio Olímpico, in Marrakech, Morocco. This event featured top male discus throwers from various African nations competing for medals. The competition was notable for showcasing the continent's athletic talent in this discipline, with numerous national records being challenged. The final results included performances that contributed to the overall medal tally for the championships, highlighting the significance of the event in the African athletic calendar.",1,2014 African Championships in Athletics – Men's discus throw,men discus throw african championship athletics take place july estadio olímpico marrakech morocco event feature top male discus thrower various african nation compete medal competition notable showcasing continent athletic talent discipline numerous national record challenge final result include performance contribute overall medal tally championship highlight significance event african athletic calendar
"Lesbian, gay, bisexual, and transgender (LGBT) people in Montenegro face significant challenges not experienced by non-LGBT residents. Both male and female same-sex sexual activity are legal in Montenegro, but households headed by same-sex couples are not eligible for the same legal protections available to opposite-sex married couples. Same-sex couples are unable to marry, and the Constitution of Montenegro bans same-sex marriage. Since 15 July 2021, same-sex couples may register their relationship as a Life Partnership, which gives them almost the same legal rights and protections available to opposite-sex married couples, except adoption. Discrimination on the basis of both sexual orientation and gender identity is banned in employment, the provision of goods and services, education and health services. Montenegro also possesses hate crime and hate speech laws which include sexual orientation and gender identity as grounds of non-discrimination. The association ILGA-Europe has ranked Montenegro 8th out of 49 European countries in terms of LGBT rights legislation. Despite this, Montenegrin society has yet to reach a high level of acceptance, and discrimination against LGBT people often goes unreported.",0,LGBTQ rights in Montenegro,lesbian gay bisexual transgender lgbt people montenegro face significant challenge experience non lgbt resident male female sex sexual activity legal montenegro household head sex couple eligible legal protection available opposite sex married couple sex couple unable marry constitution montenegro ban sex marriage since july sex couple may register relationship life partnership give almost legal right protection available opposite sex married couple except adoption discrimination basis sexual orientation gender identity ban employment provision good service education health service montenegro also possess hate crime hate speech law include sexual orientation gender identity ground non discrimination association ilga europe rank montenegro th european country term lgbt right legislation despite montenegrin society yet reach high level acceptance discrimination lgbt people often go unreported
"LGBTQ rights in Montenegro have experienced gradual progression since the country gained independence in 2006. Although homosexuality was decriminalized in 1977, societal acceptance has lagged behind, with widespread discrimination and prejudice reported. Montenegro's legal framework includes anti-discrimination laws and a civil partnership law enacted in 2020, which provides some legal recognition for same-sex couples. Despite these advancements, LGBTQ individuals often face challenges, including social stigma and violence, highlighting the need for greater protections and advocacy. International organizations and local activists continue to work towards improving the rights and visibility of the LGBTQ community in Montenegro.",1,LGBTQ rights in Montenegro,lgbtq right montenegro experience gradual progression since country gain independence although homosexuality decriminalize societal acceptance lag behind widespread discrimination prejudice report montenegro legal framework include anti discrimination law civil partnership law enact provide legal recognition sex couple despite advancement lgbtq individual often face challenge include social stigma violence highlight need great protection advocacy international organization local activist continue work towards improve right visibility lgbtq community montenegro
Charles Edmund de Trafford (21 May 1864 – 11 November 1951) was an English aristocrat and a first-class cricketer.,0,Charles de Trafford,charles edmund de trafford may november english aristocrat first class cricketer
"Charles de Trafford (1825–1899) was a British soldier, landowner, and notable figure in 19th-century England. He was born into a prominent family with roots in the military and local governance. De Trafford served as an officer in the British Army and achieved the rank of Lieutenant Colonel. He was recognized for his contributions during various military campaigns. In addition to his military career, he was involved in local politics and land management, owning significant estates in Lancashire. De Trafford's legacy includes his role in the development of the region and his participation in social and charitable activities. He passed away in 1899, leaving behind a reputation for service and community involvement.",1,Charles de Trafford,charles de trafford british soldier landowner notable figure th century england bear prominent family root military local governance de trafford serve officer british army achieve rank lieutenant colonel recognize contribution various military campaign addition military career involve local politics land management own significant estate lancashire de trafford legacy include role development region participation social charitable activity pass away leave behind reputation service community involvement
East Arm is a suburb in the Northern Territory of Australia located in Darwin about 8 kilometres (5.0 mi) east of Darwin City overlooking a part of Darwin Harbour known as the East Arm. It is the traditional land and waterways of the Larrakia people.,0,"East Arm, Northern Territory",east arm suburb northern territory australia locate darwin kilometre mi east darwin city overlook part darwin harbour know east arm traditional land waterway larrakia people
"East Arm is a suburb located in the Northern Territory of Australia, situated approximately 20 kilometers south of Darwin's central business district. It is primarily industrial, hosting a number of transport and logistics facilities, including the East Arm Port, which is a key shipping hub for the region. The suburb is also adjacent to the Larrakeyah and the Glyde Point military precincts and has seen significant development due to its strategic location. East Arm is characterized by its mixed-use zoning, with residential areas emerging alongside its industrial landscape. The suburb has access to various amenities and services catering to both workers and residents.",1,"East Arm, Northern Territory",east arm suburb locate northern territory australia situate approximately kilometer south darwin central business district primarily industrial host number transport logistics facility include east arm port key shipping hub region suburb also adjacent larrakeyah glyde point military precinct see significant development due strategic location east arm characterize mixed use zone residential area emerge alongside industrial landscape suburb access various amenity service cater worker resident
"The Soure train crash occurred on 31 July 2020 when a high-speed passenger train collided with a track maintenance vehicle at Soure, Portugal. Two people were killed and 44 were injured, three seriously.",0,Soure train crash,soure train crash occur july high speed passenger train collide track maintenance vehicle soure portugal two people kill injure three seriously
"The Soure train crash refers to a railway accident that occurred on October 18, 2020, in Soure, a municipality in the state of Pará, Brazil. A passenger train operated by the Ferrovia Norte-Sul derailed while traveling at high speed, resulting in multiple injuries and fatalities. The incident drew attention to safety regulations and maintenance practices within the Brazilian railway system. Investigations were launched to determine the cause of the derailment, focusing on potential mechanical failures and track conditions. The crash prompted widespread discussions about railway safety and infrastructure improvement in the region.",1,Soure train crash,soure train crash refers railway accident occur october soure municipality state pará brazil passenger train operate ferrovia norte sul derail travel high speed result multiple injury fatalities incident draw attention safety regulation maintenance practice within brazilian railway system investigation launch determine cause derailment focus potential mechanical failure track condition crash prompt widespread discussion railway safety infrastructure improvement region
"Yasmin Louise Sooka (born 10 October 1957) is a South African human rights lawyer and activist. She is the Executive Director of the Foundation for Human Rights in South Africa and the International Truth and Justice Project (ITJP), an independent non-profit organisation based in London working since 2013 to protect and promote justice and accountability in Sri Lanka. She was born in Cape Town, South Africa, and got a law degree from the University of the Witwatersrand. During the Apartheid, she was a member of the World Conference on Religion and Peace (South African Chapter) and served as the President of the WCRP. She was a member of the National Repatriation Committee for South African exiles. In 1995, she was appointed to the South African Truth and Reconciliation Commission as the Deputy Chair of the Human Rights Violations Committee and was responsible for finalizing the Commission’s final report handed over to President Mbeki in March 2003. She chaired the Commission’s legal sub-committee between 1995 and 2001. Since 2000, she has also been a member of the Advisory Body on the Review of Resolution 1325. She was appointed to the Sierra Leone Truth and Reconciliation Commission by Mary Robinson severing from 2002 to 2004. In July 2010, Ms. Sooka was appointed to the three-member Panel of Experts advising the UN Secretary General on accountability for war crimes committed during the final stages of the war in Sri Lanka. She was appointed as Chair of the United Nations Commission on Human Rights in South Sudan in 2016.",0,Yasmin Sooka,yasmin louise sooka born october south african human right lawyer activist executive director foundation human right south africa international truth justice project itjp independent non profit organisation base london work since protect promote justice accountability sri lanka bear cape town south africa get law degree university witwatersrand apartheid member world conference religion peace south african chapter serve president wcrp member national repatriation committee south african exile appoint south african truth reconciliation commission deputy chair human right violation committee responsible finalize commission final report hand president mbeki march chair commission legal sub committee since also member advisory body review resolution appoint sierra leone truth reconciliation commission mary robinson sever july m sooka appoint three member panel expert advise un secretary general accountability war crime commit final stage war sri lanka appoint chair united nation commission human right south sudan
"Yasmin Sooka is a prominent South African lawyer and human rights advocate known for her work in transitional justice and international human rights law. She co-founded the Foundation for Human Rights in South Africa and has served as a commissioner on the Truth and Reconciliation Commission (TRC), where she played a crucial role in addressing the human rights violations committed during apartheid. Sooka has been involved in various roles within international organizations, including the United Nations, where she has worked to advance accountability for war crimes and promote human rights globally. Her work is characterized by a commitment to justice for victims and the promotion of democratic governance in post-conflict societies.",1,Yasmin Sooka,yasmin sooka prominent south african lawyer human right advocate know work transitional justice international human right law co found foundation human right south africa serve commissioner truth reconciliation commission trc play crucial role address human right violation commit apartheid sooka involve various role within international organization include united nation work advance accountability war crime promote human right globally work characterize commitment justice victim promotion democratic governance post conflict society
"The 2011 Nigerian Senate election in Osun State was held on April 9, 2011, to elect members of the Nigerian Senate to represent Osun State. Olusola Adeyeye representing Osun Central, Christopher Omoworare Babajide representing Osun East and Mudasiru Oyetunde Hussein representing Osun West all won on the platform of Action Congress of Nigeria.",0,2011 Nigerian Senate elections in Osun State,nigerian senate election osun state hold april elect member nigerian senate represent osun state olusola adeyeye represent osun central christopher omoworare babajide represent osun east mudasiru oyetunde hussein represent osun west platform action congress nigeria
"The 2011 Nigerian Senate elections in Osun State were held on April 9, 2011, as part of the national general elections. Voters in Osun State elected their representatives for the Senate, part of the National Assembly of Nigeria. The elections saw the emergence of various political parties, with the Action Congress of Nigeria (ACN) and the People's Democratic Party (PDP) being the most prominent. The election results led to the ACN securing the Senate seat, reflecting the party's strong influence in the region at the time. The elections were characterized by a significant voter turnout and were part of a broader electoral process that sought to enhance democratic governance in Nigeria.",1,2011 Nigerian Senate elections in Osun State,nigerian senate election osun state hold april part national general election voter osun state elect representative senate part national assembly nigeria election saw emergence various political party action congress nigeria acn people democratic party pdp prominent election result lead acn secure senate seat reflect party strong influence region time election characterize significant voter turnout part broad electoral process seek enhance democratic governance nigeria
"Nichols and Shepard Co. was an American partnership company which manufactured farm machinery, steam engines and mill machinery. In 1848, John Nichols opened a blacksmith shop in Battle Creek, Michigan, where he began making various farm tools for local farmers. He built his first thresher/separator in 1852. The business was successful, so in the 1850s he joined with David Shepard to form a partnership known as Nichols, Shepard and Company which manufactured farm machinery, steam engines and mill machinery. The first thresher/separator of small grains (largely wheat and oats) was developed in about 1831 by the Pitts brothers—Hiram and John Pitts of Buffalo, New York. However, this early thresher, called the ""ground hog,"" was quite unlike the conventional thresher/separators that developed since that time. For instance, the ground hog's separating unit was largely a slatted apron which pulled the grain across a screen. John Nichols and David Shepard realized that the apron style separator was not a technology that was going to work. Consequently, in 1857, the Nichols and Shepard Company developed the first ""vibrator"" separating unit for the small grain thresher. This vibrator-style of separator soon became universally adopted by all other thresher/separator manufacturers. The Nichols and Shepard Company received a patent from the United States government for their ""Vibrator"" grain separator on January 7, 1862. The company also obtained a number of other patents for other advances in the thresher/separator technology, for original improvements in steam engine traction technology. During the 1920s, the Nichols and Shepard Company developed a successfully functioning corn picker. In 1929 the Nichols and Shepard Company was acquired by the Oliver Farm Equipment Company. Thus the 'corn picker' became the direct ancestor of the Oliver cornpicker.",0,Nichols and Shepard,nichols shepard co american partnership company manufacture farm machinery steam engine mill machinery john nichols open blacksmith shop battle creek michigan begin make various farm tool local farmer build first thresher separator business successful join david shepard form partnership know nichols shepard company manufacture farm machinery steam engine mill machinery first thresher separator small grain largely wheat oat develop pitt brother hiram john pitt buffalo new york however early thresher call ground hog quite unlike conventional thresher separator develop since time instance ground hog separate unit largely slat apron pull grain across screen john nichols david shepard realize apron style separator technology go work consequently nichols shepard company develop first vibrator separate unit small grain thresher vibrator style separator soon become universally adopt thresher separator manufacturer nichols shepard company receive patent united state government vibrator grain separator january company also obtain number patent advance thresher separator technology original improvement steam engine traction technology nichols shepard company develop successfully functioning corn picker nichols shepard company acquire oliver farm equipment company thus corn picker become direct ancestor oliver cornpicker
"Nichols and Shepard was an American manufacturer of agricultural machinery, particularly known for its innovations in hay and forage equipment. Founded in 1881 in Battle Creek, Michigan, the company initially specialized in the production of horse-drawn hay machinery. Over the years, Nichols and Shepard expanded its product lineup to include steam engines and, later, gas-powered tractors. The firm became notable for its contributions to the mechanization of farming and played a significant role in advancing agricultural technology during the late 19th and early 20th centuries. The company was eventually acquired by the Oliver Farm Equipment Company in the mid-20th century, leading to its integration into a larger agricultural machinery ecosystem. Nichols and Shepard's legacy is marked by its emphasis on innovation, quality, and its impact on the agricultural industry.",1,Nichols and Shepard,nichols shepard american manufacturer agricultural machinery particularly know innovation hay forage equipment found battle creek michigan company initially specialize production horse drawn hay machinery year nichols shepard expand product lineup include steam engine later gas power tractor firm become notable contribution mechanization farming play significant role advance agricultural technology late th early th centuries company eventually acquire oliver farm equipment company mid th century lead integration large agricultural machinery ecosystem nichols shepard legacy mark emphasis innovation quality impact agricultural industry
"Hugh Dillon (born May 31, 1963) is a Canadian singer, actor, and television producer. The lead vocalist of the rock bands Headstones and Hugh Dillon Redemption Choir, his acting roles include Albert Manning in Degrassi: The Next Generation, Mike Sweeney in Durham County, Ed Lane in Flashpoint, Nick in Left 4 Dead 2, Duncan Sinclair in X Company, Donnie Haskell in Yellowstone, and Ian Ferguson in Mayor of Kingstown. He is also a co-creator, executive producer, and series regular of the Paramount+ series Mayor of Kingstown.",0,Hugh Dillon,hugh dillon born may canadian singer actor television producer lead vocalist rock band headstone hugh dillon redemption choir acting role include albert manning degrassi next generation mike sweeney durham county ed lane flashpoint nick left dead duncan sinclair x company donnie haskell yellowstone ian ferguson mayor kingstown also co creator executive producer series regular paramount series mayor kingstown
"Hugh Dillon is a Canadian actor, musician, and filmmaker, best known as the lead vocalist for the rock band The Headstones. Born on May 31, 1967, in Kingston, Ontario, Dillon gained prominence in the 1990s as a key figure in the Canadian music scene. The Headstones are recognized for their energetic performances and contributions to alternative rock, particularly with hits like ""Cemetery"" and ""Unsafety Suit."" In addition to his music career, Dillon has made a significant impact in television and film, with notable roles in series such as ""Durham County"" and ""Flashpoint."" His work has earned him critical acclaim for his acting versatility and compelling performances. Dillon continues to influence both the music and entertainment industries in Canada.",1,Hugh Dillon,hugh dillon canadian actor musician filmmaker best know lead vocalist rock band headstone bear may kingston ontario dillon gain prominence key figure canadian music scene headstone recognize energetic performance contribution alternative rock particularly hit like cemetery unsafety suit addition music career dillon make significant impact television film notable role series durham county flashpoint work earn critical acclaim act versatility compelling performance dillon continue influence music entertainment industry canada
"Michael F. Suarez, S.J. is an American academic and Jesuit priest. He is the executive director of Rare Book School (RBS) at the University of Virginia (UVA), where he is also a professor of English, a university professor, and an honorary curator of special collections. In addition to serving as Rare Book School’s executive Director, Suarez teaches multiple courses on bibliography and book history at the school. He is also PI for $5.4 million in grants from the Andrew W. Mellon Foundation to support the study of bibliography and book history at Rare Book School and beyond.",0,Michael F. Suarez,michael f suarez j american academic jesuit priest executive director rare book school rb university virginia uva also professor english university professor honorary curator special collection addition serve rare book school executive director suarez teach multiple course bibliography book history school also pi million grant andrew w mellon foundation support study bibliography book history rare book school beyond
"Michael F. Suarez is an American bibliographer, scholar, and professor known for his expertise in the fields of bibliography, book history, and digital humanities. He serves as the director of the Rare Book School at the University of Virginia and has held various academic and administrative positions in institutions dedicated to the study of books and literary culture. Suarez has contributed to numerous scholarly publications and is recognized for his work on the history of the book, manuscript studies, and the impact of digital technologies on the humanities. His research often explores the intersections between traditional bibliographic methodologies and contemporary digital practices.",1,Michael F. Suarez,michael f suarez american bibliographer scholar professor know expertise field bibliography book history digital humanity serve director rare book school university virginia hold various academic administrative position institution dedicate study book literary culture suarez contribute numerous scholarly publication recognize work history book manuscript study impact digital technology humanity research often explore intersection traditional bibliographic methodology contemporary digital practice
Özlem Ceren Dursun (born 8 December 2003) is a Turkish Olympian cross-country skier.,0,Özlem Ceren Dursun,özlem ceren dursun born december turkish olympian cross country skier
"Özlem Ceren Dursun is a Turkish politician and member of the Republican People's Party (CHP). She was born on November 4, 1984, in Turkey. Dursun has served in various capacities within the CHP and has been an advocate for social justice, women's rights, and democratic reforms. She gained prominence in regional politics and has been involved in initiatives aimed at improving local governance and community engagement. Dursun's political career reflects a commitment to progressive values and active participation in civic affairs.",1,Özlem Ceren Dursun,özlem ceren dursun turkish politician member republican people party chp bear november turkey dursun serve various capacity within chp advocate social justice woman right democratic reform gain prominence regional politics involve initiative aim improve local governance community engagement dursun political career reflect commitment progressive value active participation civic affair
"Same-sex marriage has been legal in Norway since 1 January 2009 when a gender-neutral marriage law came into force after being passed by the Storting in June 2008. Norway was the first Scandinavian country, the fourth in Europe, and the sixth in the world to legalize same-sex marriage, after the Netherlands, Belgium, Spain, Canada and South Africa. Polling suggests that a majority of Norwegians support the legal recognition of same-sex marriage. In 2024, a British wedding planning website named Norway the best marriage destination in the world for same-sex couples. From 1993 to 2008, Norway allowed same-sex couples to enter into registered partnerships, which provided virtually all the protections, responsibilities and benefits of marriage. Norway was the second country in the world to provide some form of recognition to same-sex couples, after Denmark.",0,Same-sex marriage in Norway,sex marriage legal norway since january gender neutral marriage law come force pass storting june norway first scandinavian country fourth europe sixth world legalize sex marriage netherlands belgium spain canada south africa poll suggests majority norwegian support legal recognition sex marriage british wedding planning website name norway best marriage destination world sex couple norway allow sex couple enter register partnership provide virtually protection responsibility benefit marriage norway second country world provide form recognition sex couple denmark
"Same-sex marriage in Norway was legalized on January 1, 2009, following the passage of a law that allowed same-sex couples to marry and enjoy the same legal rights as heterosexual couples. Norway had previously enacted a registered partnership law in 1993, which provided limited rights but did not equate to marriage. The 2009 legislation marked a significant advancement in LGBTQ+ rights in Norway, reflecting changing societal attitudes towards same-sex relationships. The law allows same-sex couples to adopt children and has been supported by a majority of the Norwegian population, as well as by various political parties. Norway's acceptance of same-sex marriage is seen as part of a broader trend of increasing recognition of LGBTQ+ rights across Europe.",1,Same-sex marriage in Norway,sex marriage norway legalize january follow passage law allow sex couple marry enjoy legal right heterosexual couple norway previously enact register partnership law provide limited right equate marriage legislation mark significant advancement lgbtq right norway reflect change societal attitude towards sex relationships law allow sex couple adopt child support majority norwegian population well various political party norway acceptance sex marriage see part broad trend increase recognition lgbtq right across europe
"A HEENT examination is a portion of a physical examination that principally concerns the head, eyes, ears, nose, and throat.",0,HEENT examination,heent examination portion physical examination principally concern head eye ear nose throat
"The HEENT examination is a clinical assessment that focuses on the Head, Eyes, Ears, Nose, and Throat of a patient. It is a routine part of a physical examination performed by healthcare providers to evaluate signs and symptoms related to these regions. The examination involves visual inspection, palpation, and various tests to assess functions and detect abnormalities such as infections, allergies, or structural issues. The HEENT exam can help diagnose a wide range of conditions, including sinusitis, conjunctivitis, and otitis media. It is commonly conducted in outpatient settings and is crucial for a comprehensive understanding of a patient's health.",1,HEENT examination,heent examination clinical assessment focus head eye ear nose throat patient routine part physical examination perform healthcare provider evaluate sign symptom relate region examination involve visual inspection palpation various test assess function detect abnormality infection allergy structural issue heent exam help diagnose wide range condition include sinusitis conjunctivitis otitis medium commonly conduct outpatient setting crucial comprehensive understanding patient health
"The Drury Panthers are the athletic teams that represent Drury University, located in Springfield, Missouri, in NCAA Division II intercollegiate sports. The Panthers compete as members of the Great Lakes Valley Conference for all 21 varsity sports. Drury has been a member of the GLVC since 2005.",0,Drury Panthers,drury panther athletic team represent drury university locate springfield missouri ncaa division ii intercollegiate sport panther compete member great lake valley conference varsity sport drury member glvc since
"The Drury Panthers are the athletic teams representing Drury University, a private institution located in Springfield, Missouri. Competing in NCAA Division II, the Panthers are part of the Great Lakes Valley Conference (GLVC). The university offers a variety of sports, including basketball, soccer, swimming, and tennis, among others. The Drury Panthers have a reputation for strong performances, particularly in men’s and women’s basketball, with both teams achieving significant success in conference and national championships. The school colors are navy blue and gold, and the mascot is a panther. Drury's athletics program focuses on fostering teamwork, sportsmanship, and community involvement.",1,Drury Panthers,drury panther athletic team represent drury university private institution locate springfield missouri compete ncaa division ii panther part great lake valley conference glvc university offer variety sport include basketball soccer swimming tennis among others drury panther reputation strong performance particularly men woman basketball team achieve significant success conference national championship school color navy blue gold mascot panther drury athletics program focus foster teamwork sportsmanship community involvement
"Jane Donnelly is a British writer. During period of 1965 to 2000, she wrote more than 60 romance novels from Mills & Boon. Her novels are characterized as ""happy escapist reading"".",0,Jane Donnelly,jane donnelly british writer period write romance novel mill boon novel characterize happy escapist reading
"Jane Donnelly is a notable figure in the field of social activism and human rights advocacy, primarily known for her work in promoting educational and social equity. Active in various campaigns for over two decades, she has focused on issues related to poverty, women's rights, and access to education. Donnelly has collaborated with numerous non-governmental organizations and community groups, leveraging her expertise to raise awareness and drive policy changes. Her efforts have garnered recognition from both local and international bodies, highlighting her influence in advancing social justice initiatives.",1,Jane Donnelly,jane donnelly notable figure field social activism human right advocacy primarily know work promote educational social equity active various campaign two decade focus issue relate poverty woman right access education donnelly collaborate numerous non governmental organization community group leverage expertise raise awareness drive policy change effort garner recognition local international body highlight influence advance social justice initiative
"Gare is a village in the municipality of Zavidovići, Bosnia and Herzegovina.",0,"Gare, Zavidovići",gare village municipality zavidovići bosnia herzegovina
"Gare is a village located in the municipality of Zavidovići, within Bosnia and Herzegovina. It is situated in the central part of the country and is part of the Federation of Bosnia and Herzegovina entity. Historically known for its natural beauty and local agriculture, Gare has a small population that contributes to the rural character of the area. The village is characterized by its traditional Bosnian architecture and communal lifestyle, reflecting the cultural heritage of the region. Zavidovići, the larger municipality, is known for its industrial activities and has played a significant role in the economic development of the area. The surrounding landscape features hills and forests, attracting visitors interested in outdoor activities.",1,"Gare, Zavidovići",gare village locate municipality zavidovići within bosnia herzegovina situate central part country part federation bosnia herzegovina entity historically know natural beauty local agriculture gare small population contribute rural character area village characterize traditional bosnian architecture communal lifestyle reflect cultural heritage region zavidovići large municipality know industrial activity play significant role economic development area surrounding landscape feature hill forest attract visitor interested outdoor activity
"Yekimovo (Russian: Екимово) is a rural locality (a village) in Voskresenskoye Rural Settlement, Cherepovetsky District, Vologda Oblast, Russia. The population was 15 as of 2002.",0,"Yekimovo, Cherepovetsky District, Vologda Oblast",yekimovo russian екимово rural locality village voskresenskoye rural settlement cherepovetsky district vologda oblast russia population
"Yekimovo is a rural locality (a village) situated in the Cherepovetsky District of Vologda Oblast, Russia. It is part of the rural settlement of Poverhovo. According to the 2002 census, the village has a small population, indicative of the area's rural character. The locality is characterized by its agricultural landscape and proximity to other villages within the district, reflecting the typical demographic and economic conditions of rural life in this region of Russia.",1,"Yekimovo, Cherepovetsky District, Vologda Oblast",yekimovo rural locality village situate cherepovetsky district vologda oblast russia part rural settlement poverhovo accord census village small population indicative area rural character locality characterize agricultural landscape proximity village within district reflect typical demographic economic condition rural life region russia
Arcobacter canalis is a bacterium from the genus Arcobacter.,0,Arcobacter canalis,arcobacter canalis bacterium genus arcobacter
"Arcobacter canalis is a species of bacteria belonging to the genus Arcobacter, which is part of the family Campylobacteraceae. It was first isolated from the intestinal tract of various animals and is known for its rod-shaped, spiral morphology. Arcobacter canalis is microaerophilic and capable of oxygen metabolism, thriving in environments with low oxygen levels. It has garnered attention due to its potential role in foodborne illnesses and its presence in water systems, indicating possible implications for public health and food safety. Research on Arcobacter canalis is ongoing to better understand its ecology, pathogenicity, and antibiotic resistance profiles.",1,Arcobacter canalis,arcobacter canalis specie bacteria belong genus arcobacter part family campylobacteraceae first isolate intestinal tract various animal know rod shape spiral morphology arcobacter canalis microaerophilic capable oxygen metabolism thrive environment low oxygen level garner attention due potential role foodborne illness presence water system indicate possible implication public health food safety research arcobacter canalis ongoing good understand ecology pathogenicity antibiotic resistance profile
"Warm Dust were a British progressive jazz rock band of the early 1970s. Although a relatively obscure group, they featured Paul Carrack and Terry ""Tex"" Comer, who later formed Ace. They recorded for the Trend and BASF labels. They also had releases on the Uni, Stateside and Metronome labels.",0,Warm Dust,warm dust british progressive jazz rock band early although relatively obscure group feature paul carrack terry tex comer later form ace record trend basf label also release uni stateside metronome label
"Warm dust refers to the small particles found in space that are heated by nearby stars and other celestial objects. This type of dust, typically composed of silicate minerals, carbon compounds, and ice grains, plays a crucial role in various astrophysical processes, including star formation and the thermal balance of galaxies. Warm dust emits infrared radiation, allowing astronomers to study the cosmic structure and composition of the universe in the infrared spectrum. Observations made with space telescopes, such as the Spitzer Space Telescope, have significantly advanced the understanding of warm dust and its influence on the interstellar medium and galactic evolution.",1,Warm Dust,warm dust refers small particle find space heat nearby star celestial object type dust typically compose silicate mineral carbon compound ice grain play crucial role various astrophysical process include star formation thermal balance galaxy warm dust emits infrared radiation allow astronomer study cosmic structure composition universe infrared spectrum observation make space telescope spitzer space telescope significantly advance understanding warm dust influence interstellar medium galactic evolution
"Iraq and Pakistan established diplomatic relations in 1947. Cultural interaction and economic trade between Mesopotamia and the Indus Valley date back to 1800 BCE. In 1955, both Iraq and Pakistan joined the Baghdad Pact, a military alliance against the Soviet Union. However, when the king of Iraq was assassinated in 1958, Iraq pulled out of the Baghdad Pact, which was subsequently renamed to the Central Treaty Organization (CENTO). During the Ba'athist era, relations were at times cordial and sometimes hostile. However, following the 2003 invasion of Iraq that toppled the Ba'athist government, bilateral relations have stabilized; Pakistan has supported Iraq in its fight against the Islamic State and other militant groups active in the Iraqi conflict. Iraq maintains an embassy in Islamabad while Pakistan maintains an embassy in Baghdad.",0,Iraq–Pakistan relations,iraq pakistan establish diplomatic relation cultural interaction economic trade mesopotamia indus valley date back bce iraq pakistan join baghdad pact military alliance soviet union however king iraq assassinate iraq pull baghdad pact subsequently rename central treaty organization cento ba athist era relation time cordial sometimes hostile however follow invasion iraq topple ba athist government bilateral relation stabilize pakistan support iraq fight islamic state militant group active iraqi conflict iraq maintain embassy islamabad pakistan maintain embassy baghdad
