text,label,topic
"Dimitrie Drăghicescu (1875–1949) was a Romanian philosopher, sociologist, and politician, notable for his contributions to the development of sociological theory in Romania. He is particularly recognized for his work in social psychology and group dynamics, emphasizing the role of social factors in shaping individual behavior. Drăghicescu's scholarship included studies on the relationship between society and individual identity, as well as the influence of social structures on human interactions. A prominent figure in the Romanian intellectual landscape, he also held various political positions and advocated for social reforms during a time of significant change in Romania. His legacy includes the promotion of sociological thought and the establishment of academic institutions focused on social sciences in the country.",1,Dimitrie Drăghicescu
"O Mur Apunar Desh (Assamese pronunciation: [o mʊɹ apʊnaɹ dex]) is the state and traditional song of Assam, India. It was written by Lakshminath Bezbarua and the tune was made by Kamala Prasad Agarwala. It was first published in 1909 in an Assamese magazine named Bahi (""flute""). It was adopted as the Assam's state song in 1927 at asom chatrô sônmilôn (""Assam Student Conference"") held in Tezpur, and was officially adopted by the state government on 15 December 2013. This song is also used as the anthem of the secessionist, United Liberation Front of Asom, as an anthem for a sovereign Assam. The song was translated to Mising by Tabu Taid.",0,O Mur Apunar Desh
"""O Mur Apunar Desh"" is a renowned Assamese patriotic song composed by the celebrated poet greater than (Bishnu Prasad Rabha) in the early 20th century. The title translates to ""Oh, My Land"" in English, and the song expresses deep affection for Assam, highlighting its beauty, culture, and heritage. It reflects themes of pride, longing, and a call for unity among the Assamese people. The song has become an emblem of Assamese identity and is often sung during cultural events, social gatherings, and political movements, encapsulating the spirit of Assamese nationalism. Its music and lyrics have left a lasting impact on the cultural landscape of Assam, resonating with sentiments of love for the homeland.",1,O Mur Apunar Desh
Minden City is a village in Sanilac County of the U.S. state of Michigan. The population was 165 at the 2020 census. The village is located within Minden Township. It has possessed a post office since 1862 (named Minden until 1883).,0,"Minden City, Michigan"
"Minden City is a village in Sanilac County, Michigan, United States. As of the 2020 census, it has a population of 199 residents. Minden City was incorporated as a village in 1907, initially serving as a lumber town due to its access to timber resources. The village is located within both Minden Township and the eastern part of Sanilac County, approximately 18 miles southwest of the city of Bad Axe. The local economy is primarily based on agriculture and small businesses, with a rural character and community-focused atmosphere. Minden City is served by Minden Township's public services and is known for its close-knit community and local events.",1,"Minden City, Michigan"
Officer Down is the debut novel by crime writer Theresa Schwegel. It was published in 2005 by Minotaur Books and won the Edgar Award for Best First Novel.,0,Officer Down (novel)
"""Officer Down"" is a novel by Theresa Schwegel, published in 2007. The story revolves around a police officer who is shot and the subsequent investigation into the incident. The narrative delves into the personal and professional challenges faced by law enforcement, exploring themes of loyalty, trauma, and the complexities of police work. The novel received critical acclaim for its authentic representation of police life and character development, contributing to Schwegel's reputation as a notable author in the crime fiction genre. ""Officer Down"" is part of a broader trend in contemporary literature that examines societal issues through the lens of law enforcement.",1,Officer Down (novel)
"Cornelis Nicolaas Hin (6 October 1869 – 21 October 1944) was a sailor from the Netherlands, who represented his native country at the 1920 Summer Olympics in Ostend, Belgium. During the second race one of the marks was drifting and the race was abandoned. Since the organizers did not have the time to re-sail the race that week the two remaining races were rescheduled for September 3 of that year. Since both contenders were Dutch, the organizers requested the Dutch Olympic Committee to organize the race in The Netherlands. With his son Johan Hin as crew Hin won the first race. His son Frans Hin crewed the remaining races in The Netherlands on the Buiten IJ, in front of Durgerdam near Amsterdam. Hin took the gold over the combined series with his boat Beatrijs III.",0,Cornelis Hin
"Cornelis Hin (c. 1620-1670) was a Dutch painter known for his still lifes and genre scenes. Born in Amsterdam, he became associated with the prominent artistic community of the Dutch Golden Age. Hin's works often depicted intricate arrangements of everyday objects, employing a meticulous attention to detail and a rich color palette. Although not as widely recognized as some of his contemporaries, his contributions to the genre of still life painting have been noted for their technical skill and thematic depth. Hin's art reflects the cultural and economic vibrancy of 17th-century Dutch society. His works can be found in various museums and private collections, illustrating the enduring legacy of this period in art history.",1,Cornelis Hin
"Two ships of the United States Navy have borne the name USS Strong, in honor of Rear Admiral James H. Strong (1814–1882), who distinguished himself at the Battle of Mobile Bay. The first, USS Strong (DD-467), was a Fletcher-class destroyer, launched in 1941 and sunk in action in 1943. The second, USS Strong (DD-758), was an Allen M. Sumner-class destroyer, launched in 1944 and struck in 1973.",0,USS Strong
"USS Strong (DD-758) was a Gearing-class destroyer of the United States Navy, named after Rear Admiral Herbert Strong. Laid down on 24 April 1944 at the Federal Shipbuilding and Dry Dock Company in Kearny, New Jersey, she was launched on 28 January 1945 and commissioned on 12 May 1945. Strong served during World War II, participating in operations in the Pacific Theater, and continued with peacetime service through the late 20th century. After being decommissioned on 1 December 1970, she was struck from the Naval Vessel Register on 1 December 1976 and later sold for scrap. Strong earned multiple battle stars for her service, reflecting her active role during significant naval engagements.",1,USS Strong
"The 1990–91 Xavier Musketeers men's basketball team represented Xavier University from Cincinnati, Ohio in the 1990–91 season. Led by head coach Pete Gillen, the Musketeers finished with a 22–10 record (11–3 MCC), won the MCC regular season and conference tournament titles, and received an automatic bid to the NCAA tournament as the #14 seed in the Midwest region. In the NCAA tournament, the Musketeers defeated #3 seed Nebraska, then lost to #11 seed Connecticut in the second round.",0,1990–91 Xavier Musketeers men's basketball team
"The 1990–91 Xavier Musketeers men's basketball team represented Xavier University during the 1990–91 NCAA Division I men's basketball season. Under the leadership of head coach Pete Gillen, the team achieved a strong season with a record of 24 wins and 8 losses. The Musketeers finished third in the Midwestern Collegiate Conference (MCC) and earned a bid to the NCAA Tournament, where they advanced to the Round of 32 before being eliminated. This season solidified the Musketeers' position as a competitive program in college basketball and laid the groundwork for future successes. Key players included All-MCC selections who contributed significantly to the team's performance.",1,1990–91 Xavier Musketeers men's basketball team
"Art's Famous Chili Dogs was a hot dog stand located in Los Angeles, California. It was founded in 1939 by Art Elkind, a frankfurter entrepreneur, who was its owner until 1990. It was well known for its chili dogs, which have been praised by a variety of Los Angeleno media outlets, and proclaimed by aficionados as the finest in the city.",0,Art's Famous Chili Dog Stand
"Art's Famous Chili Dog Stand is a popular fast-food establishment known for its signature chili dogs, located in various cities across the United States. Established in the mid-20th century, it gained a loyal following due to its distinctive blend of spices and quality ingredients. The menu typically features a variety of chili dog options, along with classic fast-food items such as fries and beverages. Art's has become a cultural landmark in several locations, frequently celebrated in local food blogs and regional culinary events. The stand's casual atmosphere and commitment to customer satisfaction contribute to its lasting appeal among both locals and tourists.",1,Art's Famous Chili Dog Stand
"Tharindu Gamage (born 30 May 1996) is a Sri Lankan cricketer. He made his Twenty20 debut for Nugegoda Sports and Welfare Club in the 2019–20 SLC Twenty20 Tournament on 14 January 2020. He made his List A debut on 3 April 2021, for Kandy Customs Cricket Club in the 2020–21 Major Clubs Limited Over Tournament.",0,Tharindu Gamage
"Tharindu Gamage is a Sri Lankan cricketer known for his all-round capabilities, primarily as a right-handed batsman and right-arm medium-fast bowler. He has represented various domestic teams in Sri Lanka and has made significant contributions in limited-over formats. Gamage's playing style is characterized by his aggressive batting and effective bowling, making him a key player in his squads. He has also participated in youth-level cricket, showcasing his talent early in his career. As of October 2023, he continues to develop his skills in the competitive landscape of Sri Lankan cricket.",1,Tharindu Gamage
The 1989 USSR Federation Cup was the fourth edition of the USSR Federation Cup and was officially known as Cup of the USSR Football Union. It took place between 26 February to 5 November. Its final was played at Meteor Stadium in Dnepropetrovsk.,0,1989 USSR Federation Cup
"The 1989 USSR Federation Cup was the 28th edition of the annual football cup competition in the Soviet Union. It featured teams from across the republics, competing in a knockout format. The tournament began in the spring of 1989 and concluded in late fall of the same year. The final match was held on November 1, 1989, where Torpedo Moscow emerged as the champions, defeating Dynamo Moscow. This edition was notable for the increasing visibility of football as a major sport in the USSR, amidst the political and social changes occurring during the period of Perestroika. The tournament also reflected the growing competitiveness of various clubs across the federation.",1,1989 USSR Federation Cup
"Alan G. Spoon (born June 4, 1951) is a business executive who left the Washington Post Company after 18 years, his final position being president and chief operating officer, to become a general partner at Polaris Ventures. Spoon served as Chief Operating Officer and a director of The Washington Post Company from March 1991 through May 2000 and President from September 1993 until May 2000. At Polaris, he was General Partner and Partner Emeritus from 2011 to 2018 and Managing General Partner from 2000 to 2010. He became a director of IAC in February 2003. Spoon graduated from the Massachusetts Institute of Technology in 1973.",0,Alan Spoon
"Alan Spoon is an American businessman and venture capitalist known for his work in the media and technology sectors. He served as the president of The Washington Post Company from 1991 to 1997, where he played a pivotal role in the company's transition to digital media. After leaving The Washington Post, Spoon became a partner at the investment firm Graham Holdings Company and has also been involved in numerous startup ventures as an investor and advisor. He is recognized for his expertise in media innovation and entrepreneurship, and has served on various boards in both non-profit and private sectors.",1,Alan Spoon
"Tapulous, Inc. was an American software and video game developer and publisher headquartered in Palo Alto, California. It was a wholly owned subsidiary of The Walt Disney Company as part of Disney Interactive's Disney Mobile unit. The company's most profitable products were the Tap Tap series of music games, which surpassed thirty-five million downloads. Tapulous was founded in February 2008 with the specific intention of developing software applications for the iOS platform. The company's Tap Tap Revenge gained at least one million players in less than one month of availability, and was the most-downloaded free game of the App Store in 2008. Building on the success of the game, Tapulous then heavily focused on the Tap Tap Revenge series by expansion and partnership with Universal Records. As of December 2009, the company's sales totaled nearly $1 million per month. In July 2010, the company was acquired by The Walt Disney Company. On January 9, 2014, the company shut down and removed all its remaining games from the App Store.",0,Tapulous
"Tapulous was an American mobile application development company best known for creating the popular music game series ""Tap Tap Revenge"" for iOS devices. Founded in 2008 by Tapulous developers, including co-founders Ilan Klages and Andrew Karam, the company gained significant attention for its innovative use of licensed music tracks and engaging gameplay mechanics that incorporated rhythm and timing. ""Tap Tap Revenge"" became one of the best-selling apps on the iPhone, contributing to the growth of the music game genre. Tapulous was acquired by Disney in 2010, after which it operated as part of Disney Interactive. The company eventually discontinued its major products, and many of its titles were removed from app stores.",1,Tapulous
"Galeazzo da Sanseverino (French: Galéas de Saint-Séverin'), known as the son of Fortuna, (c. 1460 – 24 February 1525) was an Italian-French condottiere and Grand Écuyer de France; Marquis of Bobbio, Count of Caiazzo, Castel San Giovanni, Val Tidone and Voghera. He was first the favorite of Ludovico il Moro and Beatrice d'Este, then of Louis XII and Francis I of France, as well as a sworn enemy of Gian Giacomo Trivulzio. On the other hand the Duke of Milan called and gave the general cane to Maria Galeazo, and captain did it of his people on the saddle, who riding then from hand to hand, with the banner in the wind of the snake, honor and glory of Lombardy, with many great gentlemen in company.",0,Galeazzo Sanseverino
"Galeazzo Sanseverino (circa 1430 – 1495) was an Italian military leader and nobleman, best known for his role as a condottiero (a leader of mercenary soldiers) in the service of various Italian states during the late 15th century. Born into the powerful Sanseverino family in Lombardy, he became prominent under the Duke of Milan, Francesco Sforza, and later served Sforza's son, Ludovico il Moro. Sanseverino played a key role in several military campaigns, including those against the Venetians and in the conflicts surrounding the Italian Wars. His career was marked by both successes and defeats, and he was eventually captured and exiled, spending his final years in foreign service. Sanseverino's legacy is reflective of the tumultuous political landscape of Renaissance Italy, characterized by shifting allegiances and the rise of military leadership.",1,Galeazzo Sanseverino
"The Beijing–Zhangjiakou Railway or Jingzhang Railway (Chinese: 京张铁路; pinyin: Jīngzhāng Tiělù), also known as the Imperial Peking–Kalgan Railway, is China's first railway that has been designed and built solely by Chinese, situated in the nation's capital Beijing and Zhangjiakou City in Hebei Province. It was built in 1905–1909 under the proposal of Viceroy of Zhili Yuan Shikai and Assistant Director-General of Railways Hu Yufen (胡燏棻), with Zhan Tianyou as engineer-in-chief. When building the railway, Zhan reduced the length of Badaling Tunnel by using a switchback—or “人”-shaped rail track called in China as the shape of it resembles the Chinese character “人” (pinyin: rén; literally: people); he also used vertical shafts to facilitate the excavation of the tunnel. The railway formally opened in 1909, with a total length of 201.2 km (125.0 mi). Starting from Liucun Village in Fengtai, it connected Beijing to Zhangjiakou via the Guan'gou Valley with 14 stations, 4 tunnels and 125 bridges. In 1912, four stations with passing loops were built in the Guan'gou section. The railway was merged into Beijing-Suiyuan Railway in 1916, and later into Beijing-Baotou Railway after the founding of People's Republic of China (PRC). The rail tracks located within the city area of Beijing were gradually dismantled to meet the need of urban traffic. In 1995, the former Xizhimen Station was designated as a Major Historical and Cultural Site of Beijing, and in 2013, the section between Nankou and Badaling was listed as Major Historical and Cultural Site Protected at the National Level.",0,Beijing–Zhangjiakou Railway
"The Beijing–Zhangjiakou Railway is a major railway line in northern China, connecting the capital city of Beijing with Zhangjiakou, a city in Hebei province. Completed in 1909, the original line was significant for its role in facilitating transportation and trade in the region. The railway has since undergone several upgrades, particularly to accommodate high-speed trains, with the modernized Beijing–Zhangjiakou High-Speed Railway opening in December 2019 in preparation for the 2022 Winter Olympics. The high-speed line drastically reduces travel time between the two cities to approximately 50 minutes, enhancing connectivity and promoting tourism in the area. The railway is a vital part of China's broader transportation network and plays an essential role in the economic development of Zhangjiakou as a winter sports destination.",1,Beijing–Zhangjiakou Railway
"Janez Stanič (4 January 1937 – 28 October 1996) was a Slovene journalist and translator. He was considered one of the best socio-political analysts of his generation and was often outspoken and critical of the Soviet regime. Stanič was born in Ljubljana in 1937. He studied Slovene and Russian at the University of Ljubljana and graduated in 1961. He worked for the newspaper Delo, first as their Moscow correspondent and later as an editor. From 1975 he worked at the Slovene National Broadcaster and from 1991 as head of the Cankarjeva Založba publishing house. He died in Ljubljana in 1996. He won the Levstik Award in 1968 for his book Onkraj Kremlja (The Other Side of the Kremlin).",0,Janez Stanič
"Janez Stanič is a Slovenian politician and member of the Social Democrats (SD) party. He has served in various capacities within local and national government, promoting social democratic ideals and policies. Stanič's work has focused on issues such as economic development, social welfare, and environmental sustainability. He has been an advocate for democratic governance and civic engagement in Slovenia, contributing to debates on key national issues. His political career reflects a commitment to progressive change and enhancing the quality of life for citizens in Slovenia.",1,Janez Stanič
"Greensboro Day School is a private, day, college preparatory school located in Greensboro, North Carolina, United States. It enrolls students from age 2 through grade 12.",0,Greensboro Day School
"Greensboro Day School (GDS) is a private, coeducational college preparatory school located in Greensboro, North Carolina. Founded in 1970, GDS serves students from preschool through grade 12 and aims to provide a comprehensive liberal arts education. The school emphasizes academic excellence, character development, and community engagement, with a diverse curriculum that includes advanced placement courses, arts, and athletics. GDS is a member of several educational associations, including the National Association of Independent Schools (NAIS) and the Southern Association of Independent Schools (SAIS). The campus features modern facilities and emphasizes a nurturing environment that promotes intellectual growth and personal development.",1,Greensboro Day School
"The Mexican National Heavyweight Championship (called the Campeonato Nacional Completo in Spanish) is a Mexican lucha libre (professional wrestling) championship created and sanctioned by the Mexico City Boxing and Wrestling Commission (Spanish: Comisión de Box y Lucha Libre México D.F.). While the Commission sanctions the title, it does not promote the events in which the Championship is defended. From 1933 until the mid-1990s, Consejo Mundial de Lucha Libre (CMLL) controlled the Championship, since then AAA gained control of the championship, after the Commission granted them control of the championship. In 2006 the championship was abandoned and replaced by the AAA Mega Championship. In 2009 the championship became active again on the Mexican Independent circuit until 2013. CMLL brought the championship back in 2017. Since the championship is designated as a heavyweight title, the championship can only officially be competed for by wrestlers weighing at least 105 kg (231 lb). However, the regulation is not strictly adhered to.",0,Mexican National Heavyweight Championship
"The Mexican National Heavyweight Championship is a professional wrestling championship in Mexico, established by the Mexican professional wrestling promotion, the Mexican Wrestling Association (Empresa Mexicana de Lucha Libre, EMLL), in 1933. It is one of the oldest heavyweight titles in Mexican wrestling and has a rich history, featuring many renowned luchadores. The championship is contested under traditional lucha libre rules, and its titleholders must be recognized by the local wrestling promotion. The championship has undergone several changes in ownership and management over the years but remains a prestigious title in the Mexican wrestling landscape. Notable wrestlers who have held the title include El Santo, Blue Demon, and Casas.",1,Mexican National Heavyweight Championship
"Wind power generates less than 1% of Armenia's electricity annually, as there were only four wind farms in 2023 and less than 10 MW is installed. According to a study sponsored by the United States Department of Energy (DOE) and the United States Agency for International Development (USAID) in 2002–2003, the theoretical wind power potential of Armenia is 4,900 MWe in four zones with a total area of 979 km2. According to this research, the wind energy potential in Armenia is close to 450 MW. The most promising areas for wind power plants are Zod pass, Bazum Mountain, Jajur pass, the territory of Geghama Mountains, Sevan Pass, Aparan, the highlands between Sisian and Goris, and the region of Meghri. A reassessment by the Asian Development Bank was expected to be completed by 2025.",0,Wind power in Armenia
"Wind power in Armenia is an emerging sector of the country's renewable energy landscape. Armenia has significant potential for wind energy, particularly in regions such as the Ararat Valley and the Vardenis mountains, where wind speeds are favorable. As of 2023, wind energy contributes a small yet growing share of Armenia's overall electricity generation. The government has recognized the importance of diversifying its energy sources and reducing dependence on imported fossil fuels. Efforts to develop wind energy in Armenia include investments in wind farm projects and supportive legislative frameworks aimed at attracting foreign investment. Renewable energy initiatives, including wind power, are crucial to Armenia's energy independence, environmental sustainability, and compliance with international climate commitments.",1,Wind power in Armenia
"Lysimachia vulgaris, the yellow loosestrife or garden loosestrife, is a species of herbaceous perennial flowering plant in the family Primulaceae. It was transferred to Myrsinoideae based on results of molecular phylogenetic research before being merged into the Primulaceae.",0,Lysimachia vulgaris
"Lysimachia vulgaris, commonly known as loose strife, is a flowering plant in the family Primulaceae. It is native to Europe, Asia, and northern Africa, and often found in wetlands, along riverbanks, and in meadows. The plant is characterized by its tall stems, opposite leaves, and clusters of bright yellow flowers that bloom from late spring to early summer. Lysimachia vulgaris is known for its ornamental value but can become invasive in certain regions, leading to ecological concerns. Traditionally, it has been used in herbal medicine for its purported anti-inflammatory and diuretic properties.",1,Lysimachia vulgaris
"Nagoya Daigaku Station (名古屋大学駅, Nagoya Daigaku-eki, lit. ""Nagoya University"") is a railway station in Chikusa-ku, Nagoya, Aichi Prefecture, Japan. It was opened on 13 December 2003 (2003-12-13). This station provides access to the Higashiyama campus of Nagoya University, which is the station's namesake, and the Nagoya campus of Nanzan University.",0,Nagoya Daigaku Station
"Nagoya Daigaku Station (名古屋大学駅) is a railway station located in Chikusa-ku, Nagoya, Japan. Operated by the Nagoya Railroad (Meitetsu), it serves as a key access point for students and faculty of Nagoya University, situated nearby. The station primarily serves the Meitetsu Seto Line, connecting users to various destinations in the Nagoya metropolitan area. Opened in 1926, Nagoya Daigaku Station features facilities that accommodate the daily commuter traffic associated with the university, including ticket vending machines and waiting areas. Its proximity to the campus makes it an essential transportation hub for the university community.",1,Nagoya Daigaku Station
The Women's 200 metre butterfly competition of the 2022 European Aquatics Championships was held on 16 and 17 August 2022.,0,Swimming at the 2022 European Aquatics Championships – Women's 200 metre butterfly
"The Women's 200 metre butterfly event at the 2022 European Aquatics Championships took place in Rome, Italy, from August 11 to 15, 2022. The competition featured top female swimmers competing in heats, semifinals, and a final. The event was noted for its high level of competition, with swimmers aiming for both medals and qualifying times for future competitions. The final saw athletes from various European nations showcase their skills, culminating in a race that highlighted endurance and technique in the butterfly stroke.",1,Swimming at the 2022 European Aquatics Championships – Women's 200 metre butterfly
Defend International (commonly known as DI) is a non-governmental organization focused on promoting and protecting human rights in the Middle East and North Africa. DI was founded in 2007 in Norway.,0,Defend International
"Defend International is a non-profit organization founded in 2016, dedicated to promoting human rights and environmental protection worldwide. Based in Norway, the organization focuses on advocating for vulnerable communities and advocates for policy changes that align with international human rights standards. Its initiatives often encompass areas such as climate justice, social equity, and support for marginalized groups. Through awareness campaigns, research, and collaboration with other organizations, Defend International seeks to empower individuals and foster sustainable development aligned with human rights principles.",1,Defend International
"Homeland defense (HD) is the protection of a territory, sovereignty, domestic population, and critical infrastructure against external threats and aggression. (Definition will be incorporated into JP 3-26 upon its approval). Homeland security (HS) is a concerted national effort to prevent terrorist attacks, reduce a nation's vulnerability to terrorism, and minimize the damage and recover from attacks that do occur.",0,Homeland defense
"Homeland defense refers to the security measures and strategies implemented by a nation to protect its territory, sovereignty, population, and critical infrastructure from external threats, including military attacks, terrorism, and cyber threats. In the United States, homeland defense encompasses a range of functions conducted by various agencies, including the Department of Defense and the Department of Homeland Security, focusing on prevention, protection, and response. Key components of homeland defense include intelligence gathering, border security, emergency preparedness, and interagency collaboration with local, state, and federal partners. Additionally, homeland defense often involves public awareness initiatives and community engagement to foster resilience among citizens. The concept has evolved considerably since the events of September 11, 2001, which heightened the focus on combating terrorism and enhancing national security.",1,Homeland defense
"Johannes Floors (born 8 February 1995) is a German para-athlete. A bilateral lower limb amputee, Floors competes in sprint events, competing in the T43 classification.",0,Johannes Floors
"Johannes Floors is a German Paralympic athlete specializing in sprint events, particularly in T44 classification. Born on May 12, 1997, in Bielefeld, Germany, he lost his right leg due to a congenital condition. Floors gained international recognition for his performances in para-athletics, winning multiple medals at events such as the IPC Athletics World Championships and the Paralympic Games. He is noted for his speed and competitive spirit, becoming a role model in the para-sports community. Floors trains extensively and advocates for athletes with disabilities, aiming to inspire others to pursue their sporting dreams despite challenges.",1,Johannes Floors
"Fariborz Lachini (Persian: فریبرز لاچینی; born August 25, 1949) is an Iranian film score composer.",0,Fariborz Lachini
"Fariborz Lachini is an Iranian composer, pianist, and music producer, born on March 23, 1964, in Tehran, Iran. He is renowned for his contributions to contemporary Persian music, often blending traditional Iranian melodies with modern sounds. Lachini gained international recognition for his film scores and instrumental works, showcasing his ability to create emotive and atmospheric compositions. Besides his work in film, he has released several albums that have received critical acclaim and a dedicated following. His innovative approach to music continues to influence both traditional and contemporary Iranian music scenes.",1,Fariborz Lachini
"Yotam Siachobe Muleya (1940 – 23 November 1959) was a long-distance runner who represented Northern Rhodesia (now Zambia) and the Federation of Rhodesia and Nyasaland. Muleya broke racial barriers and opened a new era in Rhodesian sport when he beat the famous British four minute miler, Gordon Pirie, by 100 yards in a three-mile race at Salisbury, Southern Rhodesia in December 1958.",0,Yotham Muleya
"Yotham Muleya is a Zambian footballer known for playing as a midfielder. He began his career in local clubs before moving to play professionally. Muleya has garnered attention for his skills on the field and has represented the Zambian national team in various international competitions. His contributions to his clubs and the national team have made him a notable figure in Zambian football. Details about his early life, club history, and individual achievements may vary, but he is recognized for his dedication to the sport.",1,Yotham Muleya
"Chloe Edna Christine Brewer (born 12 July 2002) is an English cricketer who currently plays for Warwickshire. She plays primarily as a right-handed batter. She has previously played for Surrey, South East Stars, Central Sparks and Birmingham Phoenix.",0,Chloe Brewer
"Chloe Brewer is a fictional character from the Australian soap opera ""Home and Away,"" portrayed by actress April Rose Pengilly. Introduced in 2017, Chloe is characterized as a confident and ambitious woman with a complex personal life. She is the daughter of established characters and often navigates romantic entanglements and family dynamics throughout her storyline. Chloe's character has received attention for her development over the series, reflecting themes of love, betrayal, and personal growth. Her interactions with other characters contribute significantly to the show's ongoing narrative arcs, making her a notable figure within the ensemble cast.",1,Chloe Brewer
Kate Phelan (born 1964) is a British fashion journalist and stylist. She is currently the creative director of Harvey Nichols.,0,Kate Phelan
"Kate Phelan is a British fashion designer and stylist known for her influential work in the fashion industry. She gained prominence as the creative director for the British fashion retailer Topshop, where she played a key role in shaping the brand's aesthetic and marketing strategies. Phelan has also collaborated with various photographers, models, and brands, contributing to high-profile fashion editorials and campaigns. Her expertise in visual storytelling and trend forecasting has made her a respected figure in contemporary fashion, influencing designers and marketers alike. In addition to her work in retail, Phelan has been involved in fashion education, sharing her insights and experiences with emerging talent.",1,Kate Phelan
Acarodynerus dietrichianus is a species of wasp in the family Vespidae. It was described by Giordani Soika in 1962.,0,Acarodynerus dietrichianus
"Acarodynerus dietrichianus is a species of wasp belonging to the family Vespidae, specifically classified under the subfamily Eumeninae, which is commonly known as potter wasps. This species is primarily found in North America and is characterized by its distinctive nesting behavior, where it constructs nests using mud. Acarodynerus dietrichianus plays a significant role in the ecosystem as a pollinator and a predator of various insects, contributing to the regulation of pest populations. Its taxonomy and behavior are of interest to entomologists studying wasp diversity and ecological interactions. The species was first described in scientific literature by researchers in the late 20th century.",1,Acarodynerus dietrichianus
Rosalba Forciniti (born 13 February 1986 in Cosenza) is an Italian judoka.,0,Rosalba Forciniti
"Rosalba Forciniti is an Italian professional wrestler and actress, best known for her work in various wrestling promotions and her appearances in television and film. She gained popularity for her athleticism and dynamic performing style, earning a reputation as a versatile competitor in the ring. Forciniti has participated in multiple wrestling events both nationally and internationally, showcasing her skills and charisma. In addition to her wrestling career, she has ventured into acting, appearing in various media projects that highlight her diverse talents. Through her contributions to both wrestling and entertainment, Forciniti has established herself as a prominent figure in the industry.",1,Rosalba Forciniti
"Gayana is a biannual peer-reviewed scientific journal published by the University of Concepción. It covers zoology and oceanology works on taxonomy, systematics, phylogeny, biogeography, environmental biology, biotechnology, limnology, hydrology and atmospheric sciences. It was established by the merger of two journals; Gayana Oceanología and Gayana Zoología. Gayana Botánica remains a separate journal.",0,Gayana
"Gayana refers to a southeast Asian song or form associated with the Malay culture, characterized by melodious vocal performances often accompanied by traditional instruments. It serves as a means of cultural expression and storytelling, reflecting social values, rituals, and local folklore. The term may also denote places or cultural references in Southeast Asia, particularly within Malaysia and Indonesia, where it is intertwined with local traditions and community events. Gayana plays a significant role in preserving cultural heritage and continues to be celebrated in various festivals and gatherings.",1,Gayana
"Oliver Edward Robinson (born 1 December 1993) is an English professional cricketer. In domestic cricket, he plays for Sussex as a right-arm medium-pace bowler, having previously played for Yorkshire and Hampshire. He made his Test debut for England in 2021, and played 20 matches. He most recently played for England against India in the 4th test in 2024, making a comeback to test cricket after a long break due to injury. Robinson holds the record for the most expensive over ever bowled in the English County Championship, conceding 43 against Leicestershire in June 2024.",0,Ollie Robinson
"Oliver Edward Robinson (born 1 October 1993) is an English cricketer who plays as a right-arm fast-medium bowler for the England national team and Sussex County Cricket Club. He made his debut for England in June 2021 during a Test match against New Zealand and has since been recognized for his skills with both the ball and bat. Robinson's domestic career began with Sussex, where he developed into a prominent player, showcasing his talent in first-class and List A cricket. Known for his height and ability to swing the ball, Robinson has contributed significantly to his teams through match-winning performances. He has also drawn attention for his discipline-related controversies off the field, impacting his career trajectory.",1,Ollie Robinson
Bas Van den Brink (born 11 September 1982) is a Dutch former professional footballer who played primarily as a centre back.,0,Bas van den Brink
"Bas van den Brink is a Dutch painter and visual artist, renowned for his contemporary works that often explore themes of perception and the relationship between light and color. Born in the Netherlands, he studied at the Royal Academy of Art in The Hague, where he developed his distinctive approach to painting. Van den Brink's portfolio includes a variety of mediums, including oil and acrylic painting, and he is recognized for his ability to blend traditional techniques with modern aesthetics. His works have been exhibited in various galleries across Europe and are included in private and public collections. Additionally, he has participated in art fairs and collaborative projects, contributing to the vibrant Dutch art scene.",1,Bas van den Brink
"El Bosque (Spanish for ""the forest"") is a commune of Chile located in Santiago Province, Santiago Metropolitan Region. The commune spans an area of 14.1 km2 (5 sq mi).",0,"El Bosque, Chile"
"El Bosque is a commune and city located in the Santiago Metropolitan Region of Chile. Established in the late 20th century, it is part of the Greater Santiago area and is notable for its urban development and residential communities. El Bosque is characterized by a mix of residential, commercial, and industrial zones, and it is equipped with various amenities, including schools, parks, and public transportation. The city has a diverse population and is known for its cultural activities and local initiatives aimed at improving community wellbeing. El Bosque is governed by a municipal council and a mayor, playing a crucial role in the local governance structure within Chile.",1,"El Bosque, Chile"
"Asgard's Wrath is a 2019 action role-playing game developed by Sanzaru Games and published by Oculus Studios for the Oculus Rift, a virtual reality headset. In the game, the player assumes control of a Norse god who must guide several mortal heroes to fulfill their destinies. The game received generally positive reviews. Asgard's Wrath 2 was released on the Meta Quest 2 and Meta Quest 3 in 2023.",0,Asgard's Wrath
"Asgard's Wrath is a virtual reality action role-playing game developed by Sanzaru Games and published by Oculus Studios. Released in September 2019 for Oculus Rift, the game transports players to a mythological Norse world where they assume the role of a god tasked with guiding mortal heroes. Utilizing immersive VR technology, players engage in combat, solve puzzles, and explore vast environments while interacting with various mythological creatures and characters. The game features a rich narrative structure and allows for both single-player and cooperative gameplay elements. Asgard's Wrath has been praised for its graphics, storytelling, and engaging gameplay mechanics, contributing to its recognition as one of the standout titles in VR gaming.",1,Asgard's Wrath
